# Identifier	Cytoplasmic effector	Apoplastic effector	Non-effector	Prediction
FUN_006264-T1 FUN_006264	-	-	Y (0.958)	Non-effector
FUN_006265-T1 FUN_006265	-	-	Y (0.682)	Non-effector
FUN_006266-T1 FUN_006266	-	Y (0.569)	-	Apoplastic effector
FUN_006267-T1 FUN_006267	-	-	Y (0.896)	Non-effector
FUN_006268-T1 FUN_006268	-	Y (0.637)	-	Apoplastic effector
FUN_006269-T1 FUN_006269	-	Y (0.823)	-	Apoplastic effector
FUN_006270-T1 FUN_006270	-	-	Y (0.91)	Non-effector
FUN_006271-T1 FUN_006271	-	-	Y (0.504)	Non-effector
FUN_006272-T1 FUN_006272	-	Y (0.527)	-	Apoplastic effector
FUN_006273-T1 FUN_006273	-	-	Y (0.521)	Non-effector
FUN_006274-T1 FUN_006274	-	-	Y (0.894)	Non-effector
FUN_006275-T1 FUN_006275	-	-	Y (0.924)	Non-effector
FUN_006276-T1 FUN_006276	Y (0.72)	-	-	Cytoplasmic effector
FUN_006277-T1 FUN_006277	-	-	Y (0.55)	Non-effector
FUN_006278-T1 FUN_006278	Y (0.726)	-	-	Cytoplasmic effector
FUN_006279-T1 FUN_006279	Y (0.863)	-	-	Cytoplasmic effector
FUN_006280-T1 FUN_006280	-	-	Y (0.71)	Non-effector
FUN_006281-T1 FUN_006281	Y (0.822)	-	-	Cytoplasmic effector
FUN_006282-T1 FUN_006282	-	-	Y (0.818)	Non-effector
FUN_006283-T1 FUN_006283	-	-	Y (0.68)	Non-effector
FUN_006284-T1 FUN_006284	-	-	Y (0.718)	Non-effector
FUN_006285-T1 FUN_006285	-	-	Y (0.915)	Non-effector
FUN_006286-T1 FUN_006286	-	-	Y (0.878)	Non-effector
FUN_006287-T1 FUN_006287	-	-	Y (0.974)	Non-effector
FUN_006288-T1 FUN_006288	Y (0.674)	-	-	Cytoplasmic effector
FUN_006289-T1 FUN_006289	Y (0.781)	-	-	Cytoplasmic effector
FUN_006290-T1 FUN_006290	-	Y (0.791)	-	Apoplastic effector
FUN_006291-T1 FUN_006291	-	Y (0.923)	-	Apoplastic effector
FUN_006292-T1 FUN_006292	-	-	Y (0.509)	Non-effector
FUN_006293-T1 FUN_006293	-	-	Y (0.957)	Non-effector
FUN_006294-T1 FUN_006294	Y (0.531)	-	-	Cytoplasmic effector
FUN_006295-T1 FUN_006295	-	-	Y (0.611)	Non-effector
FUN_006296-T1 FUN_006296	-	-	Y (0.991)	Non-effector
FUN_006297-T1 FUN_006297	-	-	Y (0.96)	Non-effector
FUN_006298-T1 FUN_006298	-	-	Y (0.658)	Non-effector
FUN_006299-T1 FUN_006299	-	-	Y (0.712)	Non-effector
FUN_006300-T1 FUN_006300	-	-	Y (0.805)	Non-effector
FUN_006301-T1 FUN_006301	-	-	Y (0.845)	Non-effector
FUN_006302-T1 FUN_006302	-	-	Y (0.961)	Non-effector
FUN_006303-T1 FUN_006303	-	-	Y (0.589)	Non-effector
FUN_006304-T1 FUN_006304	-	-	Y (0.89)	Non-effector
FUN_006305-T1 FUN_006305	-	-	Y (0.789)	Non-effector
FUN_006306-T1 FUN_006306	-	-	Y (0.937)	Non-effector
FUN_006307-T1 FUN_006307	-	-	Y (0.966)	Non-effector
FUN_006308-T1 FUN_006308	-	-	Y (0.826)	Non-effector
FUN_006309-T1 FUN_006309	-	-	Y (0.948)	Non-effector
FUN_006310-T1 FUN_006310	-	-	Y (0.569)	Non-effector
FUN_006311-T1 FUN_006311	-	-	Y (0.737)	Non-effector
FUN_006312-T1 FUN_006312	-	-	Y (0.851)	Non-effector
FUN_006313-T1 FUN_006313	-	-	Y (0.795)	Non-effector
FUN_006314-T1 FUN_006314	Y (0.617)	-	-	Cytoplasmic effector
FUN_006315-T1 FUN_006315	-	-	Y (0.623)	Non-effector
FUN_006316-T1 FUN_006316	-	-	Y (0.975)	Non-effector
FUN_006317-T1 FUN_006317	-	-	Y (0.694)	Non-effector
FUN_006318-T1 FUN_006318	Y (0.83)	-	-	Cytoplasmic effector
FUN_006319-T1 FUN_006319	-	-	Y (0.982)	Non-effector
FUN_006320-T1 FUN_006320	Y (0.841)	-	-	Cytoplasmic effector
FUN_006321-T1 FUN_006321	-	-	Y (0.748)	Non-effector
FUN_006322-T1 FUN_006322	-	-	Y (0.988)	Non-effector
FUN_006323-T1 FUN_006323	-	-	Y (0.902)	Non-effector
FUN_006324-T1 FUN_006324	-	-	Y (0.961)	Non-effector
FUN_006325-T1 FUN_006325	-	-	Y (0.717)	Non-effector
FUN_006326-T1 FUN_006326	Y (0.572)	-	-	Cytoplasmic effector
FUN_006327-T1 FUN_006327	-	-	Y (0.634)	Non-effector
FUN_006328-T1 FUN_006328	-	-	Y (0.623)	Non-effector
FUN_006329-T1 FUN_006329	Y (0.75)	-	-	Cytoplasmic effector
FUN_006330-T1 FUN_006330	Y (0.515)	-	-	Cytoplasmic effector
FUN_006331-T1 FUN_006331	-	-	Y (0.853)	Non-effector
FUN_006332-T1 FUN_006332	-	-	Y (0.583)	Non-effector
FUN_006333-T1 FUN_006333	Y (0.875)	-	-	Cytoplasmic effector
FUN_006334-T1 FUN_006334	-	-	Y (0.721)	Non-effector
FUN_006335-T1 FUN_006335	-	-	Y (0.77)	Non-effector
FUN_006336-T1 FUN_006336	-	-	Y (0.515)	Non-effector
FUN_006337-T1 FUN_006337	Y (0.512)	-	-	Cytoplasmic effector
FUN_006338-T1 FUN_006338	Y (0.597)	-	-	Cytoplasmic effector
FUN_006339-T1 FUN_006339	-	-	Y (0.719)	Non-effector
FUN_006340-T1 FUN_006340	-	-	Y (0.949)	Non-effector
FUN_006341-T1 FUN_006341	Y (0.539)	-	-	Cytoplasmic effector
FUN_006342-T1 FUN_006342	-	-	Y (0.856)	Non-effector
FUN_006343-T1 FUN_006343	-	-	Y (0.899)	Non-effector
FUN_006344-T1 FUN_006344	-	-	Y (0.64)	Non-effector
FUN_006345-T1 FUN_006345	-	-	Y (0.654)	Non-effector
FUN_006346-T1 FUN_006346	-	-	Y (0.877)	Non-effector
FUN_006347-T1 FUN_006347	Y (0.643)	Y (0.653)	-	Apoplastic/cytoplasmic effector
FUN_006348-T1 FUN_006348	-	-	Y (0.726)	Non-effector
FUN_006349-T1 FUN_006349	-	-	Y (0.625)	Non-effector
FUN_006350-T1 FUN_006350	-	-	Y (0.637)	Non-effector
FUN_006351-T1 FUN_006351	Y (0.743)	-	-	Cytoplasmic effector
FUN_006352-T1 FUN_006352	-	-	Y (0.857)	Non-effector
FUN_006353-T1 FUN_006353	Y (0.69)	-	-	Cytoplasmic effector
FUN_006354-T1 FUN_006354	-	-	Y (0.958)	Non-effector
FUN_006355-T1 FUN_006355	-	-	Y (0.853)	Non-effector
FUN_006356-T1 FUN_006356	-	-	Y (0.971)	Non-effector
FUN_006357-T1 FUN_006357	-	-	Y (0.977)	Non-effector
FUN_006358-T1 FUN_006358	-	-	Y (0.958)	Non-effector
FUN_006359-T1 FUN_006359	-	-	Y (0.847)	Non-effector
FUN_006360-T1 FUN_006360	-	-	Y (0.917)	Non-effector
FUN_006361-T1 FUN_006361	-	-	Y (0.872)	Non-effector
FUN_006362-T1 FUN_006362	-	-	Y (0.918)	Non-effector
FUN_006363-T1 FUN_006363	-	-	Y (0.949)	Non-effector
FUN_006364-T1 FUN_006364	-	-	Y (0.808)	Non-effector
FUN_006365-T1 FUN_006365	-	-	Y (0.793)	Non-effector
FUN_006366-T1 FUN_006366	-	-	Y (0.978)	Non-effector
FUN_006367-T1 FUN_006367	-	-	Y (0.986)	Non-effector
FUN_006367-T2 FUN_006367	-	-	Y (0.921)	Non-effector
FUN_006368-T1 FUN_006368	-	-	Y (0.768)	Non-effector
FUN_006369-T1 FUN_006369	-	-	Y (0.808)	Non-effector
FUN_006370-T1 FUN_006370	-	-	Y (0.894)	Non-effector
FUN_006371-T1 FUN_006371	-	-	Y (0.923)	Non-effector
FUN_006372-T1 FUN_006372	-	-	Y (0.562)	Non-effector
FUN_006372-T2 FUN_006372	-	-	Y (0.949)	Non-effector
FUN_006373-T1 FUN_006373	-	-	Y (0.618)	Non-effector
FUN_006374-T1 FUN_006374	-	-	Y (0.987)	Non-effector
FUN_006375-T1 FUN_006375	-	-	Y (0.856)	Non-effector
FUN_006376-T1 FUN_006376	-	-	Y (0.871)	Non-effector
FUN_006377-T1 FUN_006377	-	-	Y (0.666)	Non-effector
FUN_006378-T1 FUN_006378	-	-	Y (0.756)	Non-effector
FUN_006379-T1 FUN_006379	-	-	Y (0.689)	Non-effector
FUN_006380-T1 FUN_006380	-	-	Y (0.651)	Non-effector
FUN_006381-T1 FUN_006381	-	-	Y (0.7)	Non-effector
FUN_006382-T1 FUN_006382	-	-	Y (0.749)	Non-effector
FUN_006383-T1 FUN_006383	-	-	Y (0.987)	Non-effector
FUN_006384-T1 FUN_006384	-	-	Y (0.858)	Non-effector
FUN_006385-T1 FUN_006385	Y (0.772)	-	-	Cytoplasmic effector
FUN_006386-T1 FUN_006386	-	Y (0.501)	-	Apoplastic effector
FUN_006387-T1 FUN_006387	-	-	Y (0.58)	Non-effector
FUN_006388-T1 FUN_006388	-	Y (0.744)	-	Apoplastic effector
FUN_006389-T1 FUN_006389	-	-	Y (0.875)	Non-effector
FUN_006390-T1 FUN_006390	-	-	Y (0.903)	Non-effector
FUN_006391-T1 FUN_006391	Y (0.66)	-	-	Cytoplasmic effector
FUN_006393-T1 FUN_006393	Y (0.638)	-	-	Cytoplasmic effector
FUN_006394-T1 FUN_006394	Y (0.74)	-	-	Cytoplasmic effector
FUN_006395-T1 FUN_006395	-	-	Y (0.883)	Non-effector
FUN_006396-T1 FUN_006396	-	Y (0.502)	-	Apoplastic effector
FUN_006397-T1 FUN_006397	-	-	Y (0.928)	Non-effector
FUN_006397-T2 FUN_006397	-	-	Y (0.956)	Non-effector
FUN_006398-T1 FUN_006398	Y (0.668)	-	-	Cytoplasmic effector
FUN_006399-T1 FUN_006399	-	-	Y (0.604)	Non-effector
FUN_006400-T1 FUN_006400	-	-	Y (0.947)	Non-effector
FUN_006401-T1 FUN_006401	Y (0.556)	-	-	Cytoplasmic effector
FUN_006402-T1 FUN_006402	Y (0.7)	-	-	Cytoplasmic effector
FUN_006403-T1 FUN_006403	Y (0.825)	-	-	Cytoplasmic effector
FUN_006404-T1 FUN_006404	-	-	Y (0.987)	Non-effector
FUN_006405-T1 FUN_006405	-	-	Y (0.545)	Non-effector
FUN_006406-T1 FUN_006406	Y (0.737)	-	-	Cytoplasmic effector
FUN_006407-T1 FUN_006407	Y (0.654)	-	-	Cytoplasmic effector
FUN_006408-T1 FUN_006408	Y (0.694)	-	-	Cytoplasmic effector
FUN_006409-T1 FUN_006409	Y (0.862)	-	-	Cytoplasmic effector
FUN_006410-T1 FUN_006410	Y (0.591)	-	-	Cytoplasmic effector
FUN_006411-T1 FUN_006411	Y (0.845)	-	-	Cytoplasmic effector
FUN_006412-T1 FUN_006412	-	-	Y (0.988)	Non-effector
FUN_006413-T1 FUN_006413	-	-	Y (0.843)	Non-effector
FUN_006414-T1 FUN_006414	-	-	Y (0.939)	Non-effector
FUN_006415-T1 FUN_006415	Y (0.833)	-	-	Cytoplasmic effector
FUN_006416-T1 FUN_006416	-	-	Y (0.714)	Non-effector
FUN_006417-T1 FUN_006417	-	-	Y (0.957)	Non-effector
FUN_006418-T1 FUN_006418	-	-	Y (0.604)	Non-effector
FUN_006419-T1 FUN_006419	-	-	Y (0.722)	Non-effector
FUN_006420-T1 FUN_006420	Y (0.622)	-	-	Cytoplasmic effector
FUN_006421-T1 FUN_006421	Y (0.911)	-	-	Cytoplasmic effector
FUN_006422-T1 FUN_006422	Y (0.657)	-	-	Cytoplasmic effector
FUN_006423-T1 FUN_006423	-	Y (0.955)	-	Apoplastic effector
FUN_006424-T1 FUN_006424	-	-	Y (0.52)	Non-effector
FUN_006425-T1 FUN_006425	-	-	Y (0.94)	Non-effector
FUN_006426-T1 FUN_006426	-	-	Y (0.834)	Non-effector
FUN_006427-T1 FUN_006427	-	-	Y (0.803)	Non-effector
FUN_006428-T1 FUN_006428	Y (0.664)	-	-	Cytoplasmic effector
FUN_006429-T1 FUN_006429	-	-	Y (0.672)	Non-effector
FUN_006430-T1 FUN_006430	-	-	Y (0.6)	Non-effector
FUN_006431-T1 FUN_006431	-	-	Y (0.826)	Non-effector
FUN_006432-T1 FUN_006432	-	-	Y (0.778)	Non-effector
FUN_006433-T1 FUN_006433	-	-	Y (0.851)	Non-effector
FUN_006434-T1 FUN_006434	-	-	Y (0.89)	Non-effector
FUN_006435-T1 FUN_006435	-	-	Y (0.982)	Non-effector
FUN_006436-T1 FUN_006436	Y (0.737)	-	-	Cytoplasmic effector
FUN_006437-T1 FUN_006437	-	-	Y (0.673)	Non-effector
FUN_006438-T1 FUN_006438	-	-	Y (0.87)	Non-effector
FUN_006439-T1 FUN_006439	-	-	Y (0.855)	Non-effector
FUN_006440-T1 FUN_006440	-	-	Y (0.839)	Non-effector
FUN_006441-T1 FUN_006441	-	-	Y (0.525)	Non-effector
FUN_006442-T1 FUN_006442	-	-	Y (0.657)	Non-effector
FUN_006443-T1 FUN_006443	-	-	Y (0.986)	Non-effector
FUN_006444-T1 FUN_006444	-	-	Y (0.842)	Non-effector
FUN_006445-T1 FUN_006445	-	-	Y (0.76)	Non-effector
FUN_006446-T1 FUN_006446	-	-	Y (0.601)	Non-effector
FUN_006447-T1 FUN_006447	-	-	Y (0.669)	Non-effector
FUN_006448-T1 FUN_006448	Y (0.565)	-	-	Cytoplasmic effector
FUN_006449-T1 FUN_006449	-	-	Y (0.521)	Non-effector
FUN_006450-T1 FUN_006450	-	Y (0.573)	-	Apoplastic effector
FUN_006451-T1 FUN_006451	Y (0.878)	-	-	Cytoplasmic effector
FUN_006452-T1 FUN_006452	-	-	Y (0.628)	Non-effector
FUN_006453-T1 FUN_006453	Y (0.822)	-	-	Cytoplasmic effector
FUN_006454-T1 FUN_006454	-	-	Y (0.877)	Non-effector
FUN_006455-T1 FUN_006455	Y (0.503)	-	-	Cytoplasmic effector
FUN_006456-T1 FUN_006456	-	-	Y (0.945)	Non-effector
FUN_006457-T1 FUN_006457	Y (0.835)	-	-	Cytoplasmic effector
FUN_006458-T1 FUN_006458	-	-	Y (0.879)	Non-effector
FUN_006459-T1 FUN_006459	Y (0.766)	-	-	Cytoplasmic effector
FUN_006460-T1 FUN_006460	Y (0.74)	-	-	Cytoplasmic effector
FUN_006461-T1 FUN_006461	-	-	Y (0.776)	Non-effector
FUN_006462-T1 FUN_006462	-	-	Y (0.971)	Non-effector
FUN_006463-T1 FUN_006463	-	-	Y (0.638)	Non-effector
FUN_006464-T1 FUN_006464	-	-	Y (0.643)	Non-effector
FUN_006465-T1 FUN_006465	-	-	Y (0.932)	Non-effector
FUN_006466-T1 FUN_006466	-	Y (0.519)	-	Apoplastic effector
FUN_006467-T1 FUN_006467	-	-	Y (0.842)	Non-effector
FUN_006468-T1 FUN_006468	-	-	Y (0.906)	Non-effector
FUN_006469-T1 FUN_006469	-	Y (0.618)	-	Apoplastic effector
FUN_006470-T1 FUN_006470	-	-	Y (0.942)	Non-effector
FUN_006471-T1 FUN_006471	-	-	Y (0.983)	Non-effector
FUN_006472-T1 FUN_006472	Y (0.615)	-	-	Cytoplasmic effector
FUN_006473-T1 FUN_006473	Y (0.543)	-	-	Cytoplasmic effector
FUN_006474-T1 FUN_006474	-	-	Y (0.987)	Non-effector
FUN_006475-T1 FUN_006475	-	-	Y (0.984)	Non-effector
FUN_006476-T1 FUN_006476	-	-	Y (0.865)	Non-effector
FUN_006477-T1 FUN_006477	-	-	Y (0.731)	Non-effector
FUN_006478-T1 FUN_006478	-	-	Y (0.935)	Non-effector
FUN_006479-T1 FUN_006479	Y (0.754)	-	-	Cytoplasmic effector
FUN_006480-T1 FUN_006480	-	-	Y (0.506)	Non-effector
FUN_006481-T1 FUN_006481	-	-	Y (0.768)	Non-effector
FUN_006481-T2 FUN_006481	-	-	Y (0.725)	Non-effector
FUN_006482-T1 FUN_006482	-	-	Y (0.781)	Non-effector
FUN_006483-T1 FUN_006483	-	-	Y (0.755)	Non-effector
FUN_006484-T1 FUN_006484	Y (0.789)	Y (0.534)	-	Cytoplasmic/apoplastic effector
FUN_006485-T1 FUN_006485	Y (0.674)	-	-	Cytoplasmic effector
FUN_006486-T1 FUN_006486	Y (0.64)	-	-	Cytoplasmic effector
FUN_006486-T2 FUN_006486	Y (0.698)	-	-	Cytoplasmic effector
FUN_006487-T1 FUN_006487	Y (0.818)	-	-	Cytoplasmic effector
FUN_006488-T1 FUN_006488	-	-	Y (0.701)	Non-effector
FUN_006489-T1 FUN_006489	-	-	Y (0.913)	Non-effector
FUN_006490-T1 FUN_006490	Y (0.552)	-	-	Cytoplasmic effector
FUN_006491-T1 FUN_006491	-	-	Y (0.791)	Non-effector
FUN_006492-T1 FUN_006492	Y (0.799)	-	-	Cytoplasmic effector
FUN_006493-T1 FUN_006493	-	-	Y (0.956)	Non-effector
FUN_006494-T1 FUN_006494	-	-	Y (0.729)	Non-effector
FUN_006495-T1 FUN_006495	-	-	Y (0.738)	Non-effector
FUN_006496-T1 FUN_006496	-	-	Y (0.854)	Non-effector
FUN_006497-T1 FUN_006497	Y (0.761)	-	-	Cytoplasmic effector
FUN_006498-T1 FUN_006498	-	-	Y (0.826)	Non-effector
FUN_006499-T1 FUN_006499	-	-	Y (0.711)	Non-effector
FUN_006500-T1 FUN_006500	-	-	Y (0.564)	Non-effector
FUN_006501-T1 FUN_006501	-	-	Y (0.816)	Non-effector
FUN_006502-T1 FUN_006502	-	-	Y (0.924)	Non-effector
FUN_006503-T1 FUN_006503	Y (0.603)	-	-	Cytoplasmic effector
FUN_006504-T1 FUN_006504	-	-	Y (0.833)	Non-effector
FUN_006505-T1 FUN_006505	Y (0.658)	-	-	Cytoplasmic effector
FUN_006506-T1 FUN_006506	-	-	Y (0.745)	Non-effector
FUN_006507-T1 FUN_006507	-	-	Y (0.741)	Non-effector
FUN_006508-T1 FUN_006508	-	-	Y (0.798)	Non-effector
FUN_006509-T1 FUN_006509	-	-	Y (0.884)	Non-effector
FUN_006510-T1 FUN_006510	-	-	Y (0.983)	Non-effector
FUN_006511-T1 FUN_006511	-	-	Y (0.549)	Non-effector
FUN_006512-T1 FUN_006512	-	-	Y (0.931)	Non-effector
FUN_006513-T1 FUN_006513	-	-	Y (0.937)	Non-effector
FUN_006514-T1 FUN_006514	Y (0.729)	-	-	Cytoplasmic effector
FUN_006515-T1 FUN_006515	-	-	Y (0.663)	Non-effector
FUN_006516-T1 FUN_006516	-	-	Y (0.707)	Non-effector
FUN_006517-T1 FUN_006517	Y (0.925)	-	-	Cytoplasmic effector
FUN_006518-T1 FUN_006518	-	-	Y (0.958)	Non-effector
FUN_006519-T1 FUN_006519	-	-	Y (0.652)	Non-effector
FUN_006520-T1 FUN_006520	Y (0.766)	-	-	Cytoplasmic effector
FUN_006521-T1 FUN_006521	Y (0.904)	-	-	Cytoplasmic effector
FUN_006521-T2 FUN_006521	Y (0.93)	-	-	Cytoplasmic effector
FUN_006522-T1 FUN_006522	-	-	Y (0.93)	Non-effector
FUN_006523-T1 FUN_006523	-	-	Y (0.928)	Non-effector
FUN_006524-T1 FUN_006524	-	-	Y (0.879)	Non-effector
FUN_006525-T1 FUN_006525	-	-	Y (0.831)	Non-effector
FUN_006526-T1 FUN_006526	-	-	Y (0.987)	Non-effector
FUN_006527-T1 FUN_006527	-	-	Y (0.748)	Non-effector
FUN_006528-T1 FUN_006528	-	-	Y (0.763)	Non-effector
FUN_006529-T1 FUN_006529	Y (0.51)	Y (0.522)	-	Apoplastic/cytoplasmic effector
FUN_006530-T1 FUN_006530	-	-	Y (0.509)	Non-effector
FUN_006531-T1 FUN_006531	-	-	Y (0.75)	Non-effector
FUN_006532-T1 FUN_006532	-	-	Y (0.809)	Non-effector
FUN_006533-T1 FUN_006533	-	-	Y (0.548)	Non-effector
FUN_006534-T1 FUN_006534	-	-	Y (0.573)	Non-effector
FUN_006535-T1 FUN_006535	Y (0.726)	-	-	Cytoplasmic effector
FUN_006536-T1 FUN_006536	-	-	Y (0.847)	Non-effector
FUN_006537-T1 FUN_006537	-	-	Y (0.687)	Non-effector
FUN_006538-T1 FUN_006538	-	-	Y (0.987)	Non-effector
FUN_006539-T1 FUN_006539	-	-	Y (0.768)	Non-effector
FUN_006540-T1 FUN_006540	-	-	Y (0.642)	Non-effector
FUN_006541-T1 FUN_006541	-	-	Y (0.8)	Non-effector
FUN_006542-T1 FUN_006542	Y (0.759)	-	-	Cytoplasmic effector
FUN_006543-T1 FUN_006543	Y (0.739)	-	-	Cytoplasmic effector
FUN_006544-T1 FUN_006544	Y (0.925)	-	-	Cytoplasmic effector
FUN_006545-T1 FUN_006545	-	-	Y (0.963)	Non-effector
FUN_006546-T1 FUN_006546	-	-	Y (0.928)	Non-effector
FUN_006547-T1 FUN_006547	-	-	Y (0.931)	Non-effector
FUN_006548-T1 FUN_006548	-	Y (0.542)	-	Apoplastic effector
FUN_006549-T1 FUN_006549	-	-	Y (0.8)	Non-effector
FUN_006550-T1 FUN_006550	Y (0.728)	-	-	Cytoplasmic effector
FUN_006551-T1 FUN_006551	-	-	Y (0.842)	Non-effector
FUN_006552-T1 FUN_006552	-	-	Y (0.545)	Non-effector
FUN_006553-T1 FUN_006553	-	-	Y (0.794)	Non-effector
FUN_006554-T1 FUN_006554	Y (0.607)	-	-	Cytoplasmic effector
FUN_006555-T1 FUN_006555	-	-	Y (0.9)	Non-effector
FUN_006556-T1 FUN_006556	Y (0.654)	-	-	Cytoplasmic effector
FUN_006557-T1 FUN_006557	-	-	Y (0.749)	Non-effector
FUN_006558-T1 FUN_006558	-	-	Y (0.569)	Non-effector
FUN_006559-T1 FUN_006559	Y (0.674)	-	-	Cytoplasmic effector
FUN_006560-T1 FUN_006560	-	-	Y (0.76)	Non-effector
FUN_006561-T1 FUN_006561	-	-	Y (0.612)	Non-effector
FUN_006562-T1 FUN_006562	Y (0.555)	-	-	Cytoplasmic effector
FUN_006563-T1 FUN_006563	-	-	Y (0.803)	Non-effector
FUN_006564-T1 FUN_006564	-	-	Y (0.862)	Non-effector
FUN_006564-T2 FUN_006564	-	-	Y (0.81)	Non-effector
FUN_006565-T1 FUN_006565	-	-	Y (0.912)	Non-effector
FUN_006566-T1 FUN_006566	Y (0.518)	-	-	Cytoplasmic effector
FUN_006567-T1 FUN_006567	-	-	Y (0.947)	Non-effector
FUN_006568-T1 FUN_006568	Y (0.949)	Y (0.595)	-	Cytoplasmic/apoplastic effector
FUN_006569-T1 FUN_006569	-	-	Y (0.747)	Non-effector
FUN_006570-T1 FUN_006570	-	-	Y (0.562)	Non-effector
FUN_006571-T1 FUN_006571	Y (0.507)	-	-	Cytoplasmic effector
FUN_006572-T1 FUN_006572	-	-	Y (0.707)	Non-effector
FUN_006573-T1 FUN_006573	-	-	Y (0.952)	Non-effector
FUN_006574-T1 FUN_006574	-	-	Y (0.715)	Non-effector
FUN_006575-T1 FUN_006575	-	-	Y (0.876)	Non-effector
FUN_006576-T1 FUN_006576	-	-	Y (0.62)	Non-effector
FUN_006577-T1 FUN_006577	-	-	Y (0.879)	Non-effector
FUN_006578-T1 FUN_006578	-	-	Y (0.957)	Non-effector
FUN_006579-T1 FUN_006579	Y (0.819)	Y (0.505)	-	Cytoplasmic/apoplastic effector
FUN_006580-T1 FUN_006580	-	-	Y (0.559)	Non-effector
FUN_006581-T1 FUN_006581	Y (0.599)	-	-	Cytoplasmic effector
FUN_006582-T1 FUN_006582	-	-	Y (0.641)	Non-effector
FUN_006583-T1 FUN_006583	-	-	Y (0.91)	Non-effector
FUN_006584-T1 FUN_006584	-	-	Y (0.606)	Non-effector
FUN_006585-T1 FUN_006585	-	-	Y (0.928)	Non-effector
FUN_006586-T1 FUN_006586	-	-	Y (0.986)	Non-effector
FUN_006587-T1 FUN_006587	Y (0.586)	-	-	Cytoplasmic effector
FUN_006588-T1 FUN_006588	-	-	Y (0.636)	Non-effector
FUN_006589-T1 FUN_006589	-	-	Y (0.955)	Non-effector
FUN_006590-T1 FUN_006590	-	-	Y (0.66)	Non-effector
FUN_006591-T1 FUN_006591	-	-	Y (0.866)	Non-effector
FUN_006592-T1 FUN_006592	-	-	Y (0.806)	Non-effector
FUN_006593-T1 FUN_006593	-	-	Y (0.722)	Non-effector
FUN_006594-T1 FUN_006594	-	-	Y (0.931)	Non-effector
FUN_006595-T1 FUN_006595	Y (0.597)	-	-	Cytoplasmic effector
FUN_006596-T1 FUN_006596	-	-	Y (0.782)	Non-effector
FUN_006597-T1 FUN_006597	Y (0.659)	-	-	Cytoplasmic effector
FUN_006598-T1 FUN_006598	Y (0.659)	-	-	Cytoplasmic effector
FUN_006599-T1 FUN_006599	-	-	Y (0.617)	Non-effector
FUN_006600-T1 FUN_006600	-	-	Y (0.934)	Non-effector
FUN_006601-T1 FUN_006601	-	-	Y (0.608)	Non-effector
FUN_006602-T1 FUN_006602	Y (0.505)	-	-	Cytoplasmic effector
FUN_006603-T1 FUN_006603	Y (0.821)	-	-	Cytoplasmic effector
FUN_006604-T1 FUN_006604	Y (0.551)	-	-	Cytoplasmic effector
FUN_006605-T1 FUN_006605	-	-	Y (0.746)	Non-effector
FUN_006606-T1 FUN_006606	-	-	Y (0.93)	Non-effector
FUN_006607-T1 FUN_006607	Y (0.691)	-	-	Cytoplasmic effector
FUN_006608-T1 FUN_006608	-	-	Y (0.877)	Non-effector
FUN_006608-T2 FUN_006608	-	-	Y (0.957)	Non-effector
FUN_006610-T1 FUN_006610	-	-	Y (0.713)	Non-effector
FUN_006611-T1 FUN_006611	Y (0.621)	-	-	Cytoplasmic effector
FUN_006612-T1 FUN_006612	-	Y (0.543)	-	Apoplastic effector
FUN_006613-T1 FUN_006613	-	-	Y (0.728)	Non-effector
FUN_006614-T1 FUN_006614	-	-	Y (0.922)	Non-effector
FUN_006615-T1 FUN_006615	-	-	Y (0.87)	Non-effector
FUN_006616-T1 FUN_006616	-	-	Y (0.814)	Non-effector
FUN_006617-T1 FUN_006617	Y (0.946)	-	-	Cytoplasmic effector
FUN_006618-T1 FUN_006618	-	-	Y (0.631)	Non-effector
FUN_006619-T1 FUN_006619	-	-	Y (0.83)	Non-effector
FUN_006620-T1 FUN_006620	-	Y (0.632)	-	Apoplastic effector
FUN_006621-T1 FUN_006621	-	-	Y (0.991)	Non-effector
FUN_006622-T1 FUN_006622	-	-	Y (0.954)	Non-effector
FUN_006623-T1 FUN_006623	Y (0.85)	-	-	Cytoplasmic effector
FUN_006624-T1 FUN_006624	Y (0.731)	-	-	Cytoplasmic effector
FUN_006625-T1 FUN_006625	Y (0.897)	Y (0.862)	-	Cytoplasmic/apoplastic effector
FUN_006626-T1 FUN_006626	Y (0.538)	-	-	Cytoplasmic effector
FUN_006627-T1 FUN_006627	-	-	Y (0.792)	Non-effector
FUN_006628-T1 FUN_006628	-	-	Y (0.891)	Non-effector
FUN_006629-T1 FUN_006629	-	-	Y (0.6)	Non-effector
FUN_006630-T1 FUN_006630	-	-	Y (0.976)	Non-effector
FUN_006631-T1 FUN_006631	-	-	Y (0.718)	Non-effector
FUN_006632-T1 FUN_006632	-	-	Y (0.895)	Non-effector
FUN_006633-T1 FUN_006633	Y (0.759)	-	-	Cytoplasmic effector
FUN_006634-T1 FUN_006634	-	-	Y (0.858)	Non-effector
FUN_006635-T1 FUN_006635	-	Y (0.711)	-	Apoplastic effector
FUN_006636-T1 FUN_006636	Y (0.54)	-	-	Cytoplasmic effector
FUN_006637-T1 FUN_006637	-	-	Y (0.965)	Non-effector
FUN_006638-T1 FUN_006638	-	-	Y (0.869)	Non-effector
