From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A2T4A4W1	A0A2T4A4W1	unreviewed	A0A2T4A4W1_TRIHA	Apple domain-containing protein	M431DRAFT_147878	Trichoderma harzianum CBS 226.95	415
A0A2T4C6B6	A0A2T4C6B6	unreviewed	A0A2T4C6B6_TRILO	Apple domain-containing protein	M440DRAFT_1462829	Trichoderma longibrachiatum ATCC 18648	356
A0A3N4I8Q4	A0A3N4I8Q4	unreviewed	A0A3N4I8Q4_ASCIM	Apple domain-containing protein	BJ508DRAFT_88917	Ascobolus immersus RN42	459
A0A6A6R2P8	A0A6A6R2P8	unreviewed	A0A6A6R2P8_9PEZI	Apple domain-containing protein	BU16DRAFT_310587	Lophium mytilinum	258
Q2HAM8	Q2HAM8	unreviewed	Q2HAM8_CHAGB	YTH domain-containing protein	CHGG_02726	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	429
A0A6G1ML62	A0A6G1ML62	unreviewed	A0A6G1ML62_ORBOL	Uncharacterized protein	TWF191_000247	Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)	931
A0A7C8K1K9	A0A7C8K1K9	unreviewed	A0A7C8K1K9_ORBOL	LysM domain-containing protein	TWF788_004521	Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)	851
A0A2N1LN70	A0A2N1LN70		A0A2N1LN70_TRIHA	deleted			
A0A2T3ZS70	A0A2T3ZS70	unreviewed	A0A2T3ZS70_TRIHA	Carbohydrate-binding module family 50 protein	M431DRAFT_536144	Trichoderma harzianum CBS 226.95	205
A0A0C4E8F4	A0A0C4E8F4	unreviewed	A0A0C4E8F4_MAGP6	LysM domain-containing protein	MAPG_08855	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	579
A0A5M8PD82	A0A5M8PD82	unreviewed	A0A5M8PD82_9LECA	Uncharacterized protein	FRX48_09386	Lasallia pustulata	240
A0A1C1CJ21	A0A1C1CJ21	unreviewed	A0A1C1CJ21_9EURO	Secreted protein	CLCR_04343	Cladophialophora carrionii	218
V9D1M6	V9D1M6	unreviewed	V9D1M6_9EURO	NADH:ubiquinone oxidoreductase intermediate-associated protein 30 domain-containing protein	G647_08568	Cladophialophora carrionii CBS 160.54	193
A0A072PPN9	A0A072PPN9	unreviewed	A0A072PPN9_9EURO	NADH:ubiquinone oxidoreductase intermediate-associated protein 30 domain-containing protein	A1O9_05402	Exophiala aquamarina CBS 119918	245
U4LQC7	U4LQC7	unreviewed	U4LQC7_PYROM	Uncharacterized protein	PCON_10889	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	264
Q0UCJ2	Q0UCJ2	reviewed	NPIIA_PHANO	Neutral protease 2 homolog SNOG_10522 (EC 3.4.24.39) (Deuterolysin SNOG_10522)	SNOG_10522	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	350
A0A3E2HK57	A0A3E2HK57	unreviewed	A0A3E2HK57_SCYLI	Uncharacterized protein	B7463_g2558	Scytalidium lignicola (Hyphomycete)	326
A0A316VQI4	A0A316VQI4	unreviewed	A0A316VQI4_9BASI	Putative peptidase domain-containing protein	FA14DRAFT_177696	Meira miltonrushii	280
W2S867	W2S867	unreviewed	W2S867_9EURO	Uncharacterized protein	HMPREF1541_09751	Cyphellophora europaea CBS 101466	299
A0A3M6W5S2	A0A3M6W5S2	unreviewed	A0A3M6W5S2_HORWE	Uncharacterized protein	D0868_13294 D0869_13219	Hortaea werneckii	294
A0A4U0Y4K5	A0A4U0Y4K5	unreviewed	A0A4U0Y4K5_9PEZI	Cell wall protein PhiA	B0A55_00355	Friedmanniomyces simplex	194
A0A0D6QVZ1	A0A0D6QVZ1	unreviewed	A0A0D6QVZ1_ARACU	Uncharacterized protein		Araucaria cunninghamii (Hoop pine) (Moreton Bay pine)	370
A0A6G1FX23	A0A6G1FX23	unreviewed	A0A6G1FX23_9PEZI	Uncharacterized protein	P152DRAFT_460428	Eremomyces bilateralis CBS 781.70	324
A0A1F5L410	A0A1F5L410	unreviewed	A0A1F5L410_9EURO	IgE-binding protein	PENARI_c034G11971	Penicillium arizonense	188
A0A101MIG8	A0A101MIG8	unreviewed	A0A101MIG8_PENFR	IgE-binding protein	ACN42_g5911	Penicillium freii	220
A0A0M8PB66	A0A0M8PB66	unreviewed	A0A0M8PB66_9EURO	IgE-binding protein	ACN38_g4605	Penicillium nordicum	245
A0A1Q5UM35	A0A1Q5UM35	unreviewed	A0A1Q5UM35_9EURO	IgE-binding protein	PENSUB_723	Penicillium subrubescens	212
A0A559MK55	A0A559MK55	unreviewed	A0A559MK55_9HELO	Putative secreted protein	LAWI1_G002207	Lachnellula willkommii	195
A0A1W5CSP5	A0A1W5CSP5	unreviewed	A0A1W5CSP5_9LECA	Cytidine deaminase-like		Lasallia pustulata	643
A0A5M8PL21	A0A5M8PL21	unreviewed	A0A5M8PL21_9LECA	Uncharacterized protein	FRX48_06189	Lasallia pustulata	187
A0A5M8PZ52	A0A5M8PZ52	unreviewed	A0A5M8PZ52_9LECA	Uncharacterized protein	FRX48_02332	Lasallia pustulata	184
A0A5M8PE72	A0A5M8PE72	unreviewed	A0A5M8PE72_9LECA	Uncharacterized protein	FRX48_08921	Lasallia pustulata	187
A0A5M8PH16	A0A5M8PH16	unreviewed	A0A5M8PH16_9LECA	Uncharacterized protein	FRX48_07697	Lasallia pustulata	197
A0A384JZK1	A0A384JZK1	unreviewed	A0A384JZK1_BOTFB	Uncharacterized protein	BCIN_12g05350	Botryotinia fuckeliana (strain B05.10) (Noble rot fungus) (Botrytis cinerea)	211
A0A4Z1HN09	A0A4Z1HN09	unreviewed	A0A4Z1HN09_9HELO	Uncharacterized protein	BOTNAR_0399g00010	Botryotinia narcissicola	196
A0A4Z1HMH8	A0A4Z1HMH8	unreviewed	A0A4Z1HMH8_9HELO	Uncharacterized protein	BCON_0192g00110	Botryotinia convoluta	185
A0A4Z1GB68	A0A4Z1GB68	unreviewed	A0A4Z1GB68_9HELO	Uncharacterized protein	BHYA_0296g00130	Botrytis hyacinthi	197
A0A6A6JDV2	A0A6A6JDV2	unreviewed	A0A6A6JDV2_WESOR	Uncharacterized protein	EI97DRAFT_478838	Westerdykella ornata	442
W7N164	W7N164	unreviewed	W7N164_GIBM7	SGNH hydrolase-type esterase domain-containing protein	FVEG_12241	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	229
A0A5N7B3F7	A0A5N7B3F7	unreviewed	A0A5N7B3F7_9EURO	SGNH hydrolase-type esterase domain-containing protein	BDV26DRAFT_267261	Aspergillus bertholletiae	253
A0A4E9DHT3	A0A4E9DHT3	unreviewed	A0A4E9DHT3_GIBZA	SGNH hydrolase-type esterase domain-containing protein	FUG_LOCUS202777	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	512
N1RLS3	N1RLS3	unreviewed	N1RLS3_FUSC4	SGNH hydrolase-type esterase domain-containing protein	FOC4_g10005637	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	320
A0A093XNU2	A0A093XNU2	unreviewed	A0A093XNU2_9PEZI	SGNH hydrolase-type esterase domain-containing protein	O988_06345	Pseudogymnoascus sp. VKM F-3808	1280
C4JT37	C4JT37	unreviewed	C4JT37_UNCRE	Phytocyanin domain-containing protein	UREG_05626	Uncinocarpus reesii (strain UAMH 1704)	359
U4KWQ1	U4KWQ1	unreviewed	U4KWQ1_PYROM	Blue (type 1) copper domain-containing protein	PCON_05524	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	356
A8NEX7	A8NEX7	unreviewed	A8NEX7_COPC7	Phytocyanin domain-containing protein	CC1G_01219	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata)	208
A0A4V3SIJ8	A0A4V3SIJ8	unreviewed	A0A4V3SIJ8_9PEZI	Cupredoxin	EX30DRAFT_57946	Ascodesmis nigricans	270
A0A0C3HWR8	A0A0C3HWR8	unreviewed	A0A0C3HWR8_OIDMZ	Phytocyanin domain-containing protein	OIDMADRAFT_88600	Oidiodendron maius (strain Zn)	280
A0A177D3J4	A0A177D3J4	unreviewed	A0A177D3J4_ALTAL	Peptidase metallopeptidase domain-containing protein	CC77DRAFT_1084852	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	397
A0A6A5KBT9	A0A6A5KBT9	unreviewed	A0A6A5KBT9_9PLEO	Zincin	BDW02DRAFT_484770	Decorospora gaudefroyi	308
A0A816R487	A0A816R487	unreviewed	A0A816R487_9BILA	Metalloendopeptidase (EC 3.4.24.-)	XDN619_LOCUS11991	Rotaria magnacalcarata	521
A0A1J1IUR3	A0A1J1IUR3	unreviewed	A0A1J1IUR3_9DIPT	Metalloendopeptidase (EC 3.4.24.-)	CLUMA_CG017048	Clunio marinus	251
A0A0N4ZM69	A0A0N4ZM69	unreviewed	A0A0N4ZM69_PARTI	Metalloendopeptidase (EC 3.4.24.-)		Parastrongyloides trichosuri (Possum-specific nematode worm)	394
A0A136J8L8	A0A136J8L8	unreviewed	A0A136J8L8_9PEZI	Cyanovirin-N domain-containing protein	Micbo1qcDRAFT_203593	Microdochium bolleyi	173
D4AMW3	D4AMW3	reviewed	A5566_ARTBC	Uncharacterized secreted protein ARB_05566	ARB_05566	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	190
A0A2P4XKT6	A0A2P4XKT6	unreviewed	A0A2P4XKT6_9STRA	Uncharacterized protein	PHPALM_18012	Phytophthora palmivora var. palmivora	137
A0A329SMA9	A0A329SMA9	unreviewed	A0A329SMA9_9STRA	Uncharacterized protein	JG687_00002184 PC110_g5790 PC113_g3983 PC115_g6113 PC118_g3337 PC129_g2341	Phytophthora cactorum	183
G5A1C4	G5A1C4	unreviewed	G5A1C4_PHYSP	Uncharacterized protein	PHYSODRAFT_519658	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	133
Q3I3B1	Q3I3B1	unreviewed	Q3I3B1_COCPO	Extracellular matrix protein		Coccidioides posadasii (Valley fever fungus)	180
A0A6G1HP33	A0A6G1HP33	unreviewed	A0A6G1HP33_9PEZI	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	EJ06DRAFT_584517	Trichodelitschia bisporula	202
A0A6C1LWC6	A0A6C1LWC6		A0A6C1LWC6_COCIT	deleted			
A0A6A6R1N9	A0A6A6R1N9	unreviewed	A0A6A6R1N9_9PEZI	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	BU16DRAFT_524542	Lophium mytilinum	239
A0A165HP65	A0A165HP65	unreviewed	A0A165HP65_XYLHT	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	L228DRAFT_246639	Xylona heveae (strain CBS 132557 / TC161)	294
R7YRL3	R7YRL3	unreviewed	R7YRL3_CONA1	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	W97_03527	Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast)	245
A0A6G1H9J1	A0A6G1H9J1	unreviewed	A0A6G1H9J1_9PEZI	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	K402DRAFT_325968	Aulographum hederae CBS 113979	261
A0A1Z5SLQ5	A0A1Z5SLQ5	unreviewed	A0A1Z5SLQ5_HORWE	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	BTJ68_15574	Hortaea werneckii EXF-2000	268
A0A6G1LJU6	A0A6G1LJU6	unreviewed	A0A6G1LJU6_9PEZI	Yeast cell wall synthesis Kre9/Knh1-like N-terminal domain-containing protein	EJ03DRAFT_323739	Teratosphaeria nubilosa	227
U4LSB7	U4LSB7	unreviewed	U4LSB7_PYROM	Similar to Uncharacterized serine-rich protein C1E8.05 acc. no. O42970	PCON_03748	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	220
B8M3Y5	B8M3Y5	unreviewed	B8M3Y5_TALSN	Ecp2 effector protein domain-containing protein	TSTA_039290	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	202
A0A094A1V4	A0A094A1V4	unreviewed	A0A094A1V4_9PEZI	Ecp2 effector protein domain-containing protein	V493_05737	Pseudogymnoascus sp. VKM F-4281 (FW-2241)	183
A0A094A9M9	A0A094A9M9	unreviewed	A0A094A9M9_9PEZI	Ecp2 effector protein domain-containing protein	V490_04219	Pseudogymnoascus sp. VKM F-3557	185
A0A0A1TQM0	A0A0A1TQM0	unreviewed	A0A0A1TQM0_9HYPO	Ecp2 effector protein domain-containing protein	VHEMI08954	[Torrubiella] hemipterigena	160
A0A6A6CB06	A0A6A6CB06	unreviewed	A0A6A6CB06_ZASCE	Uncharacterized protein	M409DRAFT_57327	Zasmidium cellare ATCC 36951	171
A0A1F8VDP0	A0A1F8VDP0	unreviewed	A0A1F8VDP0_9COXI	Uncharacterized protein	A3F10_05510	Coxiella sp. RIFCSPHIGHO2_12_FULL_42_15	230
A0A3R7PPU8	A0A3R7PPU8	unreviewed	A0A3R7PPU8_9BACT	Uncharacterized protein	CBC65_010440	Rhodothermaceae bacterium TMED105	87
A0A1J9QJZ9	A0A1J9QJZ9	unreviewed	A0A1J9QJZ9_9PEZI	Aspartic-type endopeptidase	BKCO1_880005	Diplodia corticola	475
A1C4K0	A1C4K0	unreviewed	A1C4K0_ASPCL	Yapsin	ACLA_060070	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	402
A0A0C2EMA2	A0A0C2EMA2	unreviewed	A0A0C2EMA2_9PEZI	Peptidase A1 domain-containing protein	SPBR_05010	Sporothrix brasiliensis 5110	436
A0A319CJ82	A0A319CJ82	unreviewed	A0A319CJ82_9EURO	Acid protease	BO82DRAFT_430992	Aspergillus uvarum CBS 121591	469
A0A0N0NRF6	A0A0N0NRF6	unreviewed	A0A0N0NRF6_9EURO	Putative aspartic-type endopeptidase OPSB	AB675_2299	Phialophora attinorum	792
A0A6A6QJZ1	A0A6A6QJZ1	unreviewed	A0A6A6QJZ1_9PEZI	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	BU16DRAFT_100043	Lophium mytilinum	480
A0A6A6V308	A0A6A6V308	unreviewed	A0A6A6V308_9PLEO	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	M011DRAFT_194235	Sporormia fimetaria CBS 119925	482
A0A420XZ14	A0A420XZ14	unreviewed	A0A420XZ14_9PEZI	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	DL546_003010	Coniochaeta pulveracea	497
A0A175W8B6	A0A175W8B6	unreviewed	A0A175W8B6_9PEZI	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	MMYC01_202377	Madurella mycetomatis	477
K3W1Z3	K3W1Z3	unreviewed	K3W1Z3_FUSPC	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	FPSE_02936	Fusarium pseudograminearum (strain CS3096) (Wheat and barley crown-rot fungus)	484
A0A094EZH8	A0A094EZH8	unreviewed	A0A094EZH8_9PEZI	Regulatory P domain-containing protein	V500_11054	Pseudogymnoascus sp. VKM F-4518 (FW-2643)	585
A0A094H9D5	A0A094H9D5	unreviewed	A0A094H9D5_9PEZI	Phospholipase/carboxylesterase/thioesterase domain-containing protein	V501_04459	Pseudogymnoascus sp. VKM F-4519 (FW-2642)	1039
A0A1B8FG35	A0A1B8FG35	unreviewed	A0A1B8FG35_9PEZI	Phospholipase/carboxylesterase/thioesterase domain-containing protein	VE02_08633	Pseudogymnoascus sp. 03VT05	735
A0A2T2NE78	A0A2T2NE78	unreviewed	A0A2T2NE78_CORCC	Regulatory P domain-containing protein	BS50DRAFT_602463	Corynespora cassiicola Philippines	431
A0A4Q4UZE7	A0A4Q4UZE7	unreviewed	A0A4Q4UZE7_9PEZI	Uncharacterized protein	DL767_008090	Monosporascus sp. MG133	997
A0A2E5M3X4	A0A2E5M3X4	unreviewed	A0A2E5M3X4_9GAMM	DUF4124 domain-containing protein	CMQ49_02815	Gammaproteobacteria bacterium	105
A0A1Y2W2A6	A0A1Y2W2A6	unreviewed	A0A1Y2W2A6_9PEZI	Ig-like domain-containing protein	M426DRAFT_24019	Hypoxylon sp. CI-4A	219
A0A6A5UQR4	A0A6A5UQR4	unreviewed	A0A6A5UQR4_9PLEO	Uncharacterized protein	BU23DRAFT_331170	Bimuria novae-zelandiae CBS 107.79	134
A0A0J8QKS7	A0A0J8QKS7	unreviewed	A0A0J8QKS7_COCIT	Killer toxin Kp4 domain-containing protein	CISG_00108	Coccidioides immitis RMSCC 3703	156
A0A7C8NF72	A0A7C8NF72	unreviewed	A0A7C8NF72_ORBOL	Uncharacterized protein	TWF102_005109 TWF703_002494	Orbilia oligospora (Nematode-trapping fungus) (Arthrobotrys oligospora)	204
A0A428UKZ4	A0A428UKZ4	unreviewed	A0A428UKZ4_9HYPO	Uncharacterized protein	CEP52_001065	Fusarium oligoseptatum	196
A0A5M9MXD6	A0A5M9MXD6	unreviewed	A0A5M9MXD6_9EURO	Uncharacterized protein	ATNIH1004_005200	Aspergillus tanneri	418
W3X8Z8	W3X8Z8	unreviewed	W3X8Z8_PESFW	Uncharacterized protein	PFICI_06869	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	357
A0A0G2FVW3	A0A0G2FVW3	unreviewed	A0A0G2FVW3_9PEZI	AB hydrolase-1 domain-containing protein	UCDDA912_g01816	Diaporthe ampelina	424
A0A0F4ZHU7	A0A0F4ZHU7	unreviewed	A0A0F4ZHU7_9PEZI	AB hydrolase-1 domain-containing protein	TD95_004905	Thielaviopsis punctulata	392
A0A4Z0YKK5	A0A4Z0YKK5	unreviewed	A0A4Z0YKK5_9PEZI	AB hydrolase-1 domain-containing protein	E0Z10_g8847	Xylaria hypoxylon	361
A0A1W5D9F6	A0A1W5D9F6	unreviewed	A0A1W5D9F6_9LECA	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A		Lasallia pustulata	1059
W9CIP8	W9CIP8	unreviewed	W9CIP8_SCLBF	Putative Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	SBOR_3853	Sclerotinia borealis (strain F-4128)	676
A0A2J6T181	A0A2J6T181	unreviewed	A0A2J6T181_9HELO	Putative peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	K444DRAFT_535289	Hyaloscypha bicolor E	661
A0A194WWI5	A0A194WWI5	unreviewed	A0A194WWI5_MOLSC	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	LY89DRAFT_700006	Mollisia scopiformis (Conifer needle endophyte fungus) (Phialocephala scopiformis)	782
A0A2J6QM02	A0A2J6QM02	unreviewed	A0A2J6QM02_9HELO	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	NA56DRAFT_562349	Hyaloscypha hepaticicola	660
A0A1L9WLV0	A0A1L9WLV0	unreviewed	A0A1L9WLV0_ASPA1	FAD-binding PCMH-type domain-containing protein	ASPACDRAFT_123945	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	468
A0A0F8W3I5	A0A0F8W3I5	unreviewed	A0A0F8W3I5_9EURO	Pseudouridine synthase	ARAM_005134	Aspergillus rambellii	956
L8GVM4	L8GVM4	unreviewed	L8GVM4_ACACF	Uncharacterized protein	ACA1_088790	Acanthamoeba castellanii (strain ATCC 30010 / Neff)	695
A0A1X7SEV4	A0A1X7SEV4	unreviewed	A0A1X7SEV4_AMPQE	Growth factor receptor domain-containing protein	109593503	Amphimedon queenslandica (Sponge)	201
A0A0J8R059	A0A0J8R059	unreviewed	A0A0J8R059_COCIT	Uncharacterized protein	CISG_01452	Coccidioides immitis RMSCC 3703	541
A0A6H0XQH2	A0A6H0XQH2	unreviewed	A0A6H0XQH2_9PEZI	Serine carboxypeptidase S28	AMS68_002405	Peltaster fructicola	512
A0A507QMY1	A0A507QMY1	unreviewed	A0A507QMY1_MONPU	Thymus-specific serine protease	MPDQ_001270	Monascus purpureus (Red mold) (Monascus anka)	549
C4JVH5	C4JVH5	unreviewed	C4JVH5_UNCRE	Extracelular serine carboxypeptidase	UREG_06567	Uncinocarpus reesii (strain UAMH 1704)	533
A0A0J6IFB1	A0A0J6IFB1	unreviewed	A0A0J6IFB1_COCPO	Uncharacterized protein	CPAG_06813	Coccidioides posadasii RMSCC 3488	478
A0A2E9SS76	A0A2E9SS76	unreviewed	A0A2E9SS76_9GAMM	SnoaL-like domain-containing protein	CMN81_17210	Spongiibacter sp	167
A0A7H8RCZ4	A0A7H8RCZ4	unreviewed	A0A7H8RCZ4_9EURO	SnoaL-like domain-containing protein	TRUGW13939_11119	Talaromyces rugulosus	161
W9BTS0	W9BTS0	unreviewed	W9BTS0_9SPHN	SnoaL-like domain-containing protein	Q27BB25_17065	Blastomonas sp. CACIA14H2	186
I9KF87	I9KF87	unreviewed	I9KF87_9ACTN	NTF2 domain-containing protein	FraQA3DRAFT_2331	Frankia sp. QA3	159
A0A0D2BM37	A0A0D2BM37	unreviewed	A0A0D2BM37_9EURO	SnoaL-like domain-containing protein	PV08_09530	Exophiala spinifera	305
A0A1W5DE84	A0A1W5DE84	unreviewed	A0A1W5DE84_9LECA	glutathione transferase (EC 2.5.1.18)		Lasallia pustulata	808
A0A3E2HFR0	A0A3E2HFR0	unreviewed	A0A3E2HFR0_SCYLI	Carbohydrate-binding module family 19 domain-containing protein	B7463_g4078	Scytalidium lignicola (Hyphomycete)	735
A0A5J5ECE5	A0A5J5ECE5	unreviewed	A0A5J5ECE5_9PEZI	Carbohydrate-binding module family 19 domain-containing protein	FN846DRAFT_753531	Sphaerosporella brunnea	100
U4LRI5	U4LRI5	unreviewed	U4LRI5_PYROM	Carbohydrate-binding module family 19 domain-containing protein	PCON_12017	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	894
A0A3D8R2C7	A0A3D8R2C7	unreviewed	A0A3D8R2C7_9HELO	Carbohydrate-binding module family 19 domain-containing protein	BP6252_09532	Coleophoma cylindrospora	552
A0A179F141	A0A179F141	unreviewed	A0A179F141_METCM	FAD binding domain-containing protein	VFPPC_16891	Pochonia chlamydosporia 170	809
A0A6A6CZV0	A0A6A6CZV0	unreviewed	A0A6A6CZV0_ZASCE	FAD-binding PCMH-type domain-containing protein	M409DRAFT_63700	Zasmidium cellare ATCC 36951	497
A0A178FKZ7	A0A178FKZ7	unreviewed	A0A178FKZ7_TRIVO	FAD-binding PCMH-type domain-containing protein	A7D00_3648	Trichophyton violaceum	472
A0A2S7PWV0	A0A2S7PWV0	unreviewed	A0A2S7PWV0_9HELO	FAD binding domain-containing protein	CJF32_00006493	Rutstroemia sp. NJR-2017a WRK4	445
A0A559M9D9	A0A559M9D9	unreviewed	A0A559M9D9_9HELO	FAD-linked oxidoreductase	azaL_2 LAWI1_G004779	Lachnellula willkommii	538
A0A4U0VRF4	A0A4U0VRF4	unreviewed	A0A4U0VRF4_9BASI	Osmotin, thaumatin-like protein	B0A53_04971	Rhodotorula sp. CCFEE 5036	387
A0A1N7FZR8	A0A1N7FZR8	unreviewed	A0A1N7FZR8_9EURY	Uncharacterized protein	SAMN05421752_10951	Natronorubrum thiooxidans	217
A0A820P2B3	A0A820P2B3	unreviewed	A0A820P2B3_9BILA	Apple domain-containing protein	SJO388_LOCUS22238	Rotaria sp. Silwood2	265
C7NS98	C7NS98	unreviewed	C7NS98_HALUD	Uncharacterized protein	Huta_0518	Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2)	186
A0A5E3WGP3	A0A5E3WGP3	unreviewed	A0A5E3WGP3_9AGAM	Plastocyanin-like domain-containing protein	PNH_LOCUS2486	Peniophora sp. CBMAI 1063	215
A0A0F7U4N9	A0A0F7U4N9	unreviewed	A0A0F7U4N9_PENBI	Uncharacterized protein	PMG11_11193	Penicillium brasilianum	540
A0A366S9W8	A0A366S9W8	unreviewed	A0A366S9W8_9HYPO	Uncharacterized protein	FIESC28_01142	Fusarium coffeatum	1137
A0A395ITI4	A0A395ITI4	unreviewed	A0A395ITI4_9HELO	Uncharacterized protein	DID88_003659	Monilinia fructigena	272
A0A4Z0Z4R1	A0A4Z0Z4R1	unreviewed	A0A4Z0Z4R1_9PEZI	Uncharacterized protein	E0Z10_g2111	Xylaria hypoxylon	953
A0A6A5YFR6	A0A6A5YFR6	unreviewed	A0A6A5YFR6_9PLEO	Secreted protein NIS1	BDV96DRAFT_676997	Lophiotrema nucula	165
A0A0C3C384	A0A0C3C384	unreviewed	A0A0C3C384_PILCF	Uncharacterized protein	PILCRDRAFT_6883	Piloderma croceum (strain F 1598)	175
A0A0D2EUD7	A0A0D2EUD7	unreviewed	A0A0D2EUD7_9EURO	Dirigent protein	PV05_03787	Exophiala xenobiotica	181
W3XCY0	W3XCY0	unreviewed	W3XCY0_PESFW	Uncharacterized protein	PFICI_05834	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	180
A0A6A6BZZ5	A0A6A6BZZ5	unreviewed	A0A6A6BZZ5_ZASCE	Peptidase A1 domain-containing protein	M409DRAFT_30302	Zasmidium cellare ATCC 36951	175
A0A364KRR8	A0A364KRR8	unreviewed	A0A364KRR8_9EURO	Uncharacterized protein	BHQ10_002247	Talaromyces amestolkiae	734
A0A6A6RRD5	A0A6A6RRD5	unreviewed	A0A6A6RRD5_9PLEO	Uncharacterized protein	P280DRAFT_405066	Massarina eburnea CBS 473.64	291
A0A0A1SI56	A0A0A1SI56	unreviewed	A0A0A1SI56_9HYPO	Conidiation-specific protein 13	VHEMI00040	[Torrubiella] hemipterigena	307
A0A1J9RYT3	A0A1J9RYT3	unreviewed	A0A1J9RYT3_9PEZI	Conidiation-specific protein (Con-13) protein	BKCO1_37000186	Diplodia corticola	321
A0A136IN19	A0A136IN19	unreviewed	A0A136IN19_9PEZI	Conidiation-specific protein	Micbo1qcDRAFT_219283	Microdochium bolleyi	303
A0A395SU71	A0A395SU71	unreviewed	A0A395SU71_9HYPO	Probable beta-glucosidase btgE (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	FLONG3_5728	Fusarium longipes	573
A0A2T4C9H5	A0A2T4C9H5	unreviewed	A0A2T4C9H5_TRILO	Probable beta-glucosidase btgE (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	M440DRAFT_1461425	Trichoderma longibrachiatum ATCC 18648	305
X0D3P7	X0D3P7	unreviewed	X0D3P7_FUSOX	Probable beta-glucosidase btgE (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	FOQG_07930	Fusarium oxysporum f. sp. raphani 54005	610
A0A0G2IAS4	A0A0G2IAS4	unreviewed	A0A0G2IAS4_9PEZI	Probable beta-glucosidase btgE (Beta-D-glucoside glucohydrolase btgE) (Cellobiase btgE) (Gentiobiase btgE)	UCDDA912_g03174	Diaporthe ampelina	592
A0A2T0FDS0	A0A2T0FDS0	unreviewed	A0A2T0FDS0_9ASCO	Putative family 17 glucosidase SCW11	B9G98_00778	Wickerhamiella sorbophila	470
A0A1Y1VH03	A0A1Y1VH03	unreviewed	A0A1Y1VH03_9FUNG	Endoplasmic oxidoreductin	BCR36DRAFT_402783	Piromyces finnis	545
A0A1Y1XE42	A0A1Y1XE42	unreviewed	A0A1Y1XE42_9FUNG	Endoplasmic oxidoreductin	BCR32DRAFT_230787	Anaeromyces robustus	547
